age,job,job_type,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,annual_income,y
61,unemployed,Unemployed,divorced,+2,no,73778,yes,no,field_visit,30,dec,678,1,-1,5,not_contacted,30000,no
65,government_job,White-collar,married,+2,no,74022,yes,no,unknown,6,dec,30,5,5,3,not_contacted,330000,no
52,farmer,Business,single,bachelor,no,130613,yes,no,field_visit,16,feb,741,3,-1,1,successful,264000,no
48,private_office,White-collar,single,bachelor,no,52241,no,no,NTC,10,may,1017,1,-1,3,not_contacted,528000,no
23,construction_worker,Blue-collar,divorced,slc,no,156719,no,no,Ncell,3,apr,728,1,15,3,unsuccessful,77760,no
51,IT_professional,White-collar,divorced,+2,no,76591,yes,no,unknown,3,jan,424,5,15,4,successful,528000,no
39,unemployed,Unemployed,single,bachelor,no,141060,yes,yes,unknown,5,jun,864,4,-1,5,not_contacted,57600,no
47,driver,Blue-collar,married,+2,no,131471,yes,yes,NTC,20,oct,982,1,10,5,not_contacted,198000,no
44,teacher,White-collar,divorced,masters,no,37416,no,no,field_visit,13,dec,490,1,5,2,unsuccessful,691200,no
40,farmer,Business,married,bachelor,no,74186,yes,yes,Ncell,4,feb,579,1,-1,3,not_contacted,288000,no
39,unemployed,Unemployed,single,+2,no,141435,yes,no,NTC,31,nov,140,1,15,0,not_contacted,36000,no
65,bank_employee,White-collar,divorced,slc,no,87503,no,yes,Ncell,3,aug,673,5,-1,5,not_contacted,280800,no
38,driver,Blue-collar,divorced,slc,no,144859,no,yes,Ncell,30,sep,994,5,-1,3,not_contacted,155520,no
30,bank_employee,White-collar,married,bachelor,no,-15526,yes,no,field_visit,18,aug,215,2,10,0,not_contacted,624000,no
57,bank_employee,White-collar,married,masters,no,125355,no,no,field_visit,16,apr,873,1,-1,3,not_contacted,936000,no
37,government_job,White-collar,divorced,bachelor,no,113424,yes,yes,unknown,27,nov,138,5,-1,3,unsuccessful,633600,no
35,shopkeeper,Business,married,slc,no,73413,yes,no,Ncell,24,feb,78,3,-1,3,successful,181440,yes
48,government_job,White-collar,single,bachelor,no,103432,no,yes,Ncell,20,jul,254,5,-1,1,unsuccessful,580800,no
36,unemployed,Unemployed,single,slc,no,31647,yes,no,field_visit,22,oct,205,3,10,2,successful,25920,no
27,farmer,Business,married,masters,no,33398,no,no,NTC,4,may,43,4,10,2,not_contacted,360000,no
38,private_office,White-collar,single,slc,no,71345,yes,no,unknown,18,feb,769,2,-1,0,not_contacted,259200,no
45,IT_professional,White-collar,single,bachelor,no,95037,no,no,field_visit,22,nov,690,5,10,0,unsuccessful,844800,no
48,driver,Blue-collar,married,+2,no,140045,yes,no,unknown,16,nov,100,1,-1,2,not_contacted,198000,no
51,IT_professional,White-collar,divorced,slc,no,107474,yes,no,Ncell,6,jan,344,5,-1,4,not_contacted,380160,no
36,unemployed,Unemployed,married,+2,no,183204,yes,yes,Ncell,9,jan,749,5,-1,5,not_contacted,36000,no
63,driver,Blue-collar,single,slc,no,15063,no,no,field_visit,18,oct,113,5,-1,0,not_contacted,129600,no
21,government_job,White-collar,single,slc,yes,151833,yes,no,unknown,4,jan,158,2,-1,1,not_contacted,142560,yes
49,construction_worker,Blue-collar,divorced,slc,no,23916,yes,no,Ncell,8,may,34,1,-1,5,unsuccessful,142560,no
25,farmer,Business,divorced,bachelor,no,81563,yes,no,unknown,18,apr,388,4,-1,1,not_contacted,240000,no
52,IT_professional,White-collar,single,slc,no,104995,yes,no,unknown,26,dec,457,2,-1,1,unsuccessful,380160,no
39,private_office,White-collar,single,masters,no,5460,no,no,Ncell,21,apr,902,1,-1,1,not_contacted,864000,no
26,IT_professional,White-collar,single,+2,no,108723,no,no,field_visit,28,feb,151,1,-1,1,unsuccessful,480000,no
60,government_job,White-collar,single,+2,no,142777,yes,no,NTC,26,jul,1044,5,15,0,not_contacted,330000,no
69,shopkeeper,Business,married,+2,no,2027,yes,no,NTC,15,dec,1118,4,-1,3,unsuccessful,210000,no
39,unemployed,Unemployed,single,bachelor,no,63174,no,yes,unknown,22,jan,144,2,-1,4,not_contacted,57600,no
50,shopkeeper,Business,married,+2,no,83672,yes,no,NTC,5,jul,958,5,-1,0,unsuccessful,231000,no
43,farmer,Business,married,slc,no,8971,yes,no,Ncell,14,nov,644,4,-1,5,not_contacted,129600,no
57,construction_worker,Blue-collar,divorced,slc,no,182026,yes,no,unknown,1,feb,1092,4,10,3,not_contacted,129600,no
55,IT_professional,White-collar,single,+2,no,120846,yes,no,field_visit,14,dec,53,1,-1,0,successful,480000,yes
37,driver,Blue-collar,married,bachelor,no,88534,yes,yes,unknown,24,jul,684,4,-1,4,not_contacted,345600,no
40,shopkeeper,Business,single,bachelor,no,131604,no,no,Ncell,3,aug,479,2,-1,4,unsuccessful,403200,no
20,bank_employee,White-collar,single,masters,no,117445,yes,yes,Ncell,23,may,1032,2,-1,3,unsuccessful,561600,no
24,farmer,Business,married,masters,no,49076,no,no,NTC,8,nov,86,2,-1,5,successful,216000,no
65,unemployed,Unemployed,divorced,+2,no,99360,yes,no,Ncell,24,jan,142,4,5,3,not_contacted,30000,no
22,bank_employee,White-collar,single,+2,no,84473,no,no,Ncell,21,feb,686,2,-1,0,not_contacted,234000,yes
26,bank_employee,White-collar,single,bachelor,no,126798,yes,no,Ncell,6,mar,664,3,-1,3,unsuccessful,624000,no
46,driver,Blue-collar,single,slc,no,81537,yes,no,field_visit,27,aug,405,1,15,5,not_contacted,142560,no
45,unemployed,Unemployed,single,masters,no,157609,no,no,field_visit,2,feb,395,5,-1,1,not_contacted,79200,no
51,government_job,White-collar,divorced,+2,no,73317,no,no,unknown,23,jun,257,5,5,5,not_contacted,363000,yes
48,private_office,White-collar,single,bachelor,no,97434,yes,no,NTC,11,jul,1197,3,-1,2,not_contacted,528000,no
47,IT_professional,White-collar,married,+2,no,39872,yes,yes,NTC,25,jan,233,4,-1,4,not_contacted,528000,no
45,teacher,White-collar,married,masters,no,93583,yes,no,unknown,9,aug,480,1,-1,1,unsuccessful,633600,no
22,construction_worker,Blue-collar,divorced,bachelor,no,70653,no,no,Ncell,9,jun,69,2,-1,1,successful,172800,yes
42,private_office,White-collar,divorced,+2,no,96369,yes,no,field_visit,21,apr,65,3,15,1,not_contacted,360000,no
48,bank_employee,White-collar,married,+2,no,111444,no,no,NTC,5,jun,1179,4,-1,1,unsuccessful,429000,no
68,bank_employee,White-collar,single,bachelor,no,107127,yes,no,Ncell,9,jul,237,5,-1,2,not_contacted,624000,no
40,teacher,White-collar,single,bachelor,no,48718,yes,no,NTC,24,apr,1166,5,-1,4,not_contacted,460800,no
57,shopkeeper,Business,single,bachelor,no,49528,yes,yes,Ncell,4,aug,794,5,-1,1,not_contacted,336000,no
26,construction_worker,Blue-collar,married,slc,no,64930,no,no,unknown,10,may,624,1,-1,4,successful,129600,yes
54,farmer,Business,divorced,bachelor,no,29862,no,yes,Ncell,15,jun,727,3,5,0,not_contacted,264000,no
32,bank_employee,White-collar,single,slc,no,86674,yes,yes,field_visit,10,nov,356,3,5,1,unsuccessful,280800,no
51,private_office,White-collar,divorced,slc,no,-264,no,yes,unknown,8,oct,241,4,-1,3,successful,237600,no
62,private_office,White-collar,divorced,slc,no,75160,no,no,field_visit,16,jul,1151,4,15,1,not_contacted,216000,no
61,farmer,Business,single,slc,no,43143,no,yes,Ncell,24,nov,308,4,-1,4,not_contacted,108000,no
69,farmer,Business,divorced,slc,no,88239,no,no,NTC,13,oct,439,3,-1,3,not_contacted,108000,no
48,teacher,White-collar,divorced,+2,no,72353,yes,no,NTC,5,jan,293,3,-1,5,not_contacted,264000,no
37,government_job,White-collar,married,bachelor,no,103389,yes,yes,unknown,7,apr,616,2,10,3,not_contacted,633600,no
61,bank_employee,White-collar,single,slc,no,108799,no,no,unknown,28,nov,1133,2,-1,1,not_contacted,280800,no
58,private_office,White-collar,married,+2,no,58755,no,no,Ncell,11,jun,175,4,15,0,unsuccessful,300000,no
69,bank_employee,White-collar,married,+2,no,69240,no,yes,Ncell,11,feb,576,3,-1,5,unsuccessful,390000,yes
63,farmer,Business,single,bachelor,no,87168,no,no,unknown,22,jul,39,1,5,1,not_contacted,240000,no
67,government_job,White-collar,divorced,masters,no,17790,yes,no,field_visit,17,jul,240,5,10,0,unsuccessful,792000,no
34,government_job,White-collar,divorced,none,no,79524,no,no,field_visit,18,apr,1078,3,-1,4,successful,158400,no
44,teacher,White-collar,single,masters,no,60345,yes,no,unknown,2,jul,199,3,-1,0,unsuccessful,691200,no
37,driver,Blue-collar,married,bachelor,no,10503,yes,no,NTC,27,aug,266,4,-1,1,not_contacted,345600,no
50,private_office,White-collar,divorced,bachelor,no,144585,yes,no,Ncell,18,sep,547,3,-1,3,successful,528000,no
55,teacher,White-collar,single,bachelor,no,93618,no,no,NTC,28,nov,515,2,5,3,not_contacted,384000,no
37,farmer,Business,single,masters,no,92281,yes,no,unknown,9,apr,1032,3,15,4,not_contacted,432000,no
62,construction_worker,Blue-collar,divorced,slc,no,144382,no,yes,field_visit,3,aug,756,5,-1,1,not_contacted,129600,no
24,unemployed,Unemployed,married,bachelor,no,96430,yes,no,Ncell,24,jan,515,1,15,2,not_contacted,28800,no
32,IT_professional,White-collar,single,+2,no,118693,yes,yes,NTC,7,apr,182,1,-1,1,successful,480000,no
47,construction_worker,Blue-collar,single,bachelor,no,33695,no,no,field_visit,10,apr,470,2,-1,0,not_contacted,316800,no
21,government_job,White-collar,married,masters,no,140788,yes,no,unknown,2,feb,69,5,-1,1,unsuccessful,475200,no
46,farmer,Business,divorced,masters,no,140118,yes,no,field_visit,22,aug,610,1,-1,5,unsuccessful,396000,no
57,shopkeeper,Business,single,slc,no,116006,no,no,NTC,7,aug,769,3,-1,3,not_contacted,151200,no
54,bank_employee,White-collar,single,none,no,85988,yes,no,unknown,27,jan,680,2,-1,5,not_contacted,205920,no
59,shopkeeper,Business,divorced,masters,no,49554,yes,no,Ncell,13,jul,1142,1,-1,3,unsuccessful,504000,no
28,private_office,White-collar,married,none,no,60754,no,no,Ncell,16,jun,363,4,5,5,not_contacted,144000,no
24,IT_professional,White-collar,single,bachelor,no,58041,yes,no,unknown,8,feb,59,4,15,0,not_contacted,460800,no
62,shopkeeper,Business,divorced,bachelor,no,116091,yes,no,unknown,13,oct,326,1,-1,5,unsuccessful,336000,no
55,government_job,White-collar,married,slc,no,77306,yes,no,Ncell,19,mar,219,3,-1,2,unsuccessful,237600,no
56,private_office,White-collar,divorced,slc,no,35286,yes,no,NTC,23,apr,1025,3,10,2,unsuccessful,216000,no
60,driver,Blue-collar,married,masters,no,151899,yes,yes,unknown,3,sep,139,3,-1,5,unsuccessful,432000,no
33,private_office,White-collar,divorced,+2,no,79573,yes,no,NTC,11,apr,1071,1,5,2,not_contacted,300000,no
45,teacher,White-collar,married,masters,no,77464,no,no,NTC,14,nov,457,4,10,4,not_contacted,633600,no
65,driver,Blue-collar,single,masters,no,87638,no,no,Ncell,26,jun,845,1,-1,3,unsuccessful,432000,yes
38,teacher,White-collar,single,slc,no,66791,no,no,unknown,10,apr,795,3,-1,1,not_contacted,207360,no
27,government_job,White-collar,divorced,+2,no,136372,yes,yes,Ncell,29,mar,1029,2,-1,2,unsuccessful,330000,no
32,government_job,White-collar,single,bachelor,no,46487,yes,yes,Ncell,18,aug,504,5,-1,2,not_contacted,528000,no
59,bank_employee,White-collar,divorced,+2,no,42348,yes,yes,NTC,3,jan,1199,1,-1,2,unsuccessful,390000,no
27,bank_employee,White-collar,married,bachelor,no,49559,yes,no,NTC,18,aug,1039,5,-1,3,not_contacted,624000,no
31,private_office,White-collar,divorced,+2,no,142088,no,yes,Ncell,4,sep,544,4,-1,1,unsuccessful,300000,no
55,construction_worker,Blue-collar,divorced,+2,no,43452,yes,no,Ncell,15,may,780,2,-1,4,unsuccessful,180000,no
37,farmer,Business,married,slc,no,74506,no,no,Ncell,6,may,214,1,-1,3,not_contacted,129600,no
32,teacher,White-collar,married,slc,no,83818,yes,yes,NTC,27,oct,887,2,15,0,successful,172800,no
68,private_office,White-collar,divorced,masters,no,110437,yes,no,unknown,30,jan,671,5,-1,0,not_contacted,720000,no
21,government_job,White-collar,married,bachelor,no,58940,yes,yes,unknown,15,aug,144,5,5,3,not_contacted,316800,no
30,driver,Blue-collar,divorced,bachelor,no,62171,yes,no,unknown,20,nov,758,3,-1,2,unsuccessful,288000,no
47,private_office,White-collar,single,masters,no,133567,yes,no,field_visit,15,aug,901,1,-1,4,not_contacted,792000,no
63,teacher,White-collar,single,+2,no,107058,yes,no,field_visit,21,sep,353,4,-1,5,not_contacted,240000,no
57,unemployed,Unemployed,married,+2,no,96105,yes,no,unknown,20,mar,788,2,10,1,not_contacted,30000,no
33,IT_professional,White-collar,married,bachelor,no,76602,yes,yes,Ncell,19,may,1144,2,-1,5,not_contacted,768000,no
66,private_office,White-collar,single,bachelor,no,-19632,no,no,Ncell,2,dec,30,1,-1,5,not_contacted,480000,no
61,construction_worker,Blue-collar,single,slc,no,62532,no,no,NTC,5,sep,65,5,-1,1,unsuccessful,129600,no
22,shopkeeper,Business,divorced,bachelor,no,82082,yes,yes,unknown,6,may,280,2,-1,5,successful,201600,no
65,teacher,White-collar,married,bachelor,no,18720,yes,no,field_visit,25,sep,725,1,-1,4,not_contacted,384000,no
48,bank_employee,White-collar,divorced,bachelor,no,92080,yes,no,field_visit,31,jul,951,5,-1,0,not_contacted,686400,no
34,shopkeeper,Business,single,masters,no,158299,no,no,Ncell,23,sep,499,4,-1,0,not_contacted,504000,no
19,driver,Blue-collar,single,bachelor,no,114725,yes,no,field_visit,20,jul,242,5,-1,0,successful,172800,yes
28,unemployed,Unemployed,divorced,+2,no,50119,yes,no,unknown,30,jul,713,2,-1,1,not_contacted,30000,no
23,teacher,White-collar,married,+2,no,99811,yes,no,NTC,24,apr,647,1,-1,1,not_contacted,144000,no
49,farmer,Business,married,slc,yes,84547,yes,no,Ncell,10,sep,184,2,-1,1,unsuccessful,118800,no
51,unemployed,Unemployed,married,+2,no,81609,no,no,Ncell,17,jun,238,4,-1,3,not_contacted,33000,no
63,government_job,White-collar,divorced,bachelor,no,96921,yes,no,field_visit,26,jun,297,5,5,1,not_contacted,528000,yes
41,teacher,White-collar,single,+2,no,76501,no,no,NTC,18,nov,1029,4,-1,3,unsuccessful,288000,no
43,shopkeeper,Business,single,slc,no,71285,yes,no,NTC,7,jun,413,2,-1,2,unsuccessful,181440,no
40,shopkeeper,Business,single,+2,no,81971,yes,yes,field_visit,16,nov,1129,3,-1,5,not_contacted,252000,yes
67,government_job,White-collar,divorced,+2,yes,80116,no,yes,field_visit,26,apr,1169,4,15,1,not_contacted,330000,no
33,farmer,Business,single,bachelor,no,117488,no,no,NTC,22,oct,161,5,-1,2,not_contacted,240000,no
23,shopkeeper,Business,divorced,masters,no,22342,yes,no,NTC,13,apr,897,5,10,2,not_contacted,302400,no
54,driver,Blue-collar,married,bachelor,no,116468,no,yes,unknown,30,mar,739,5,-1,4,not_contacted,316800,no
70,unemployed,Unemployed,divorced,masters,no,118166,yes,yes,unknown,31,may,1048,5,-1,5,unsuccessful,72000,no
35,bank_employee,White-collar,single,bachelor,no,114878,yes,no,Ncell,10,jul,1001,1,-1,4,not_contacted,748800,no
54,teacher,White-collar,single,masters,no,78488,yes,no,unknown,18,apr,690,4,-1,1,not_contacted,633600,no
42,government_job,White-collar,single,+2,no,86549,yes,no,Ncell,5,may,644,5,-1,5,not_contacted,396000,no
69,construction_worker,Blue-collar,single,+2,no,91945,yes,no,unknown,11,sep,879,5,-1,2,unsuccessful,180000,no
55,unemployed,Unemployed,divorced,+2,no,91860,yes,no,field_visit,25,oct,939,1,15,3,not_contacted,30000,yes
23,unemployed,Unemployed,married,+2,no,-4083,yes,no,Ncell,8,feb,554,1,-1,4,not_contacted,18000,yes
37,private_office,White-collar,single,bachelor,no,136526,no,no,unknown,30,sep,798,4,15,1,unsuccessful,576000,no
20,bank_employee,White-collar,divorced,bachelor,no,64049,yes,no,NTC,30,aug,260,5,-1,0,unsuccessful,374400,no
52,IT_professional,White-collar,married,slc,no,56288,yes,no,NTC,21,feb,235,4,-1,4,not_contacted,380160,no
56,driver,Blue-collar,single,masters,no,57481,no,no,field_visit,13,nov,475,1,-1,4,successful,432000,yes
53,driver,Blue-collar,divorced,none,no,67540,yes,yes,unknown,6,nov,91,5,-1,1,unsuccessful,95040,no
27,bank_employee,White-collar,married,slc,no,131324,yes,no,NTC,4,jan,772,4,-1,5,unsuccessful,280800,no
55,teacher,White-collar,single,+2,no,98720,no,no,unknown,29,may,506,2,-1,0,not_contacted,240000,no
26,driver,Blue-collar,single,+2,no,101621,yes,yes,unknown,17,feb,110,4,-1,2,unsuccessful,180000,no
53,private_office,White-collar,single,masters,no,39768,yes,yes,NTC,23,nov,285,3,5,0,not_contacted,792000,no
21,government_job,White-collar,married,slc,no,67403,yes,yes,field_visit,14,apr,476,4,-1,3,not_contacted,142560,no
61,shopkeeper,Business,married,none,no,82859,no,yes,Ncell,3,jan,467,2,-1,0,not_contacted,100800,no
30,unemployed,Unemployed,married,masters,no,93025,no,yes,NTC,6,jun,229,1,15,2,not_contacted,72000,no
36,shopkeeper,Business,divorced,+2,no,95113,yes,no,Ncell,6,dec,32,1,-1,3,not_contacted,252000,no
67,government_job,White-collar,divorced,+2,no,101031,yes,no,Ncell,1,jan,518,5,-1,4,not_contacted,330000,yes
27,IT_professional,White-collar,divorced,bachelor,no,79752,yes,no,Ncell,12,aug,58,4,-1,4,successful,768000,no
32,IT_professional,White-collar,married,bachelor,no,175394,no,no,field_visit,8,apr,1008,5,-1,5,unsuccessful,768000,no
55,farmer,Business,married,bachelor,no,66862,no,yes,field_visit,13,dec,1071,5,-1,5,not_contacted,240000,yes
29,government_job,White-collar,divorced,bachelor,no,94885,yes,no,Ncell,17,jul,306,1,-1,2,not_contacted,528000,no
27,construction_worker,Blue-collar,married,+2,no,71247,no,no,Ncell,13,dec,231,4,-1,0,unsuccessful,180000,no
19,driver,Blue-collar,single,masters,no,62157,yes,yes,Ncell,17,nov,1092,5,-1,2,unsuccessful,259200,no
43,bank_employee,White-collar,single,bachelor,no,66216,yes,no,NTC,27,sep,476,5,-1,5,not_contacted,748800,yes
36,shopkeeper,Business,single,slc,no,98367,yes,no,unknown,17,nov,962,5,-1,0,successful,181440,no
34,bank_employee,White-collar,single,masters,no,93528,yes,no,Ncell,27,feb,189,2,-1,0,unsuccessful,936000,no
25,teacher,White-collar,married,+2,no,61339,yes,no,field_visit,1,oct,186,2,5,1,unsuccessful,240000,yes
20,driver,Blue-collar,married,bachelor,no,142469,yes,no,unknown,6,feb,1008,5,-1,3,successful,172800,no
68,teacher,White-collar,married,slc,yes,130629,no,yes,field_visit,22,sep,1183,4,-1,2,not_contacted,172800,no
18,shopkeeper,Business,married,+2,no,75582,yes,no,NTC,11,jun,269,5,10,2,not_contacted,126000,no
61,driver,Blue-collar,single,none,no,95020,no,no,NTC,8,jul,84,4,-1,3,not_contacted,86400,no
58,unemployed,Unemployed,single,+2,no,119298,no,no,field_visit,29,sep,468,1,10,2,successful,30000,no
39,government_job,White-collar,single,+2,no,40329,yes,yes,Ncell,10,aug,106,5,-1,0,not_contacted,396000,yes
45,private_office,White-collar,married,+2,no,111269,yes,no,NTC,20,dec,1151,5,-1,3,unsuccessful,330000,no
47,construction_worker,Blue-collar,single,bachelor,no,87165,yes,no,NTC,26,sep,389,5,-1,1,not_contacted,316800,no
69,IT_professional,White-collar,divorced,slc,no,50250,yes,yes,unknown,27,jun,234,5,15,4,not_contacted,345600,yes
59,teacher,White-collar,married,bachelor,no,121375,yes,no,NTC,27,dec,263,5,-1,3,not_contacted,384000,no
69,private_office,White-collar,single,slc,no,82619,yes,no,Ncell,20,nov,178,1,-1,2,not_contacted,216000,no
43,driver,Blue-collar,divorced,masters,no,37539,yes,no,Ncell,19,aug,952,1,-1,3,unsuccessful,518400,no
33,farmer,Business,divorced,+2,yes,47295,yes,no,field_visit,27,aug,968,2,-1,4,unsuccessful,150000,no
40,private_office,White-collar,divorced,slc,no,146061,yes,no,Ncell,15,jul,896,3,-1,1,not_contacted,259200,no
51,shopkeeper,Business,single,masters,no,94429,no,no,NTC,6,apr,748,5,-1,5,not_contacted,554400,yes
23,teacher,White-collar,divorced,masters,no,88981,yes,no,Ncell,24,feb,54,2,-1,3,not_contacted,345600,yes
51,government_job,White-collar,married,slc,no,31462,no,no,unknown,21,apr,514,4,-1,1,unsuccessful,261360,no
31,unemployed,Unemployed,divorced,bachelor,no,32638,no,no,Ncell,14,mar,1008,1,10,4,not_contacted,48000,yes
62,IT_professional,White-collar,divorced,+2,no,50436,yes,no,unknown,3,apr,694,4,-1,2,not_contacted,480000,no
69,construction_worker,Blue-collar,divorced,masters,no,100699,yes,yes,field_visit,11,jun,657,2,-1,4,not_contacted,432000,no
58,government_job,White-collar,married,slc,no,128565,yes,no,field_visit,7,may,568,5,-1,1,not_contacted,237600,no
61,teacher,White-collar,single,masters,no,75318,no,yes,field_visit,26,apr,1023,3,-1,2,unsuccessful,576000,no
27,teacher,White-collar,divorced,masters,no,138860,yes,no,NTC,31,jun,425,2,-1,3,not_contacted,576000,no
42,bank_employee,White-collar,married,+2,no,100033,yes,no,unknown,31,jul,274,1,-1,3,not_contacted,468000,no
32,teacher,White-collar,married,bachelor,no,93510,yes,no,Ncell,6,may,1075,4,-1,3,successful,384000,no
39,teacher,White-collar,married,bachelor,no,147207,no,yes,unknown,11,aug,478,4,-1,4,not_contacted,460800,no
25,construction_worker,Blue-collar,divorced,bachelor,no,101561,yes,no,unknown,20,nov,977,5,-1,2,not_contacted,288000,no
64,construction_worker,Blue-collar,married,none,no,86827,no,no,Ncell,24,apr,1061,3,-1,0,unsuccessful,86400,no
49,shopkeeper,Business,divorced,slc,no,59932,yes,yes,Ncell,7,jul,1043,4,-1,1,not_contacted,166320,yes
36,farmer,Business,married,bachelor,no,152256,no,no,unknown,19,sep,543,4,-1,2,unsuccessful,288000,no
35,farmer,Business,married,+2,no,144461,no,no,unknown,22,jul,193,1,-1,3,not_contacted,180000,yes
20,teacher,White-collar,divorced,masters,no,92475,yes,no,NTC,3,jun,1200,3,-1,3,not_contacted,345600,no
28,government_job,White-collar,single,+2,no,68561,yes,no,NTC,23,may,316,2,-1,5,unsuccessful,330000,no
38,government_job,White-collar,single,masters,no,182537,no,yes,NTC,14,nov,458,2,-1,4,not_contacted,950400,no
30,private_office,White-collar,divorced,+2,no,72607,yes,yes,unknown,2,apr,85,4,-1,5,unsuccessful,300000,no
42,construction_worker,Blue-collar,single,bachelor,no,60818,yes,no,NTC,17,feb,980,3,-1,3,unsuccessful,345600,yes
70,IT_professional,White-collar,married,+2,no,85084,yes,no,NTC,21,jul,497,4,-1,2,successful,480000,yes
30,unemployed,Unemployed,single,slc,no,43697,yes,yes,Ncell,23,apr,599,2,-1,3,not_contacted,21600,yes
33,farmer,Business,divorced,+2,no,125758,no,no,field_visit,9,sep,156,5,-1,1,not_contacted,150000,no
21,IT_professional,White-collar,divorced,+2,no,31804,no,no,NTC,30,jul,125,4,5,4,not_contacted,288000,no
41,private_office,White-collar,married,masters,no,85661,no,no,NTC,10,may,692,3,-1,3,not_contacted,864000,yes
35,driver,Blue-collar,married,none,no,64298,yes,no,unknown,7,jan,343,3,-1,2,not_contacted,103680,no
31,government_job,White-collar,married,+2,no,17538,yes,no,field_visit,19,may,501,4,-1,2,unsuccessful,330000,no
36,bank_employee,White-collar,divorced,+2,no,91546,no,no,Ncell,24,sep,725,3,-1,3,not_contacted,468000,yes
52,bank_employee,White-collar,divorced,slc,no,87649,yes,no,Ncell,10,jul,761,2,-1,0,not_contacted,308880,no
39,bank_employee,White-collar,single,slc,no,91586,yes,no,unknown,28,jan,807,1,-1,0,not_contacted,336960,no
61,government_job,White-collar,single,slc,no,55433,yes,no,NTC,18,dec,149,2,-1,4,unsuccessful,237600,no
69,IT_professional,White-collar,divorced,bachelor,no,61213,yes,yes,Ncell,16,oct,892,2,-1,5,unsuccessful,768000,yes
35,IT_professional,White-collar,married,slc,no,10777,no,no,NTC,11,dec,390,5,-1,0,successful,414720,no
67,driver,Blue-collar,divorced,+2,no,90581,yes,no,unknown,3,aug,362,3,-1,0,unsuccessful,180000,no
66,government_job,White-collar,married,bachelor,no,36580,yes,no,field_visit,29,jul,303,2,-1,5,unsuccessful,528000,no
18,IT_professional,White-collar,single,bachelor,no,70706,no,no,NTC,31,oct,1030,2,-1,3,unsuccessful,460800,no
39,private_office,White-collar,divorced,bachelor,no,48179,no,no,unknown,28,aug,519,5,-1,2,successful,576000,no
32,bank_employee,White-collar,married,bachelor,no,118413,no,yes,field_visit,27,aug,674,4,-1,0,unsuccessful,624000,no
27,farmer,Business,single,bachelor,no,32697,yes,no,unknown,31,aug,438,4,-1,0,not_contacted,240000,no
68,private_office,White-collar,married,bachelor,no,85943,no,yes,NTC,30,dec,525,3,-1,5,not_contacted,480000,no
34,construction_worker,Blue-collar,divorced,masters,no,71533,yes,no,Ncell,21,dec,200,1,-1,0,not_contacted,432000,no
23,farmer,Business,single,masters,no,137668,yes,no,unknown,3,feb,548,2,-1,3,unsuccessful,216000,no
69,construction_worker,Blue-collar,divorced,+2,no,63671,yes,yes,field_visit,31,nov,255,5,5,0,unsuccessful,180000,no
21,teacher,White-collar,divorced,bachelor,no,56175,no,no,Ncell,3,oct,58,1,-1,5,unsuccessful,230400,no
30,construction_worker,Blue-collar,divorced,slc,no,33377,no,no,NTC,29,nov,558,3,-1,5,not_contacted,129600,yes
23,bank_employee,White-collar,married,masters,no,86738,yes,no,Ncell,28,jan,839,3,-1,0,not_contacted,561600,no
19,private_office,White-collar,divorced,masters,no,88193,no,yes,unknown,29,aug,34,3,-1,2,successful,432000,no
30,farmer,Business,single,slc,no,59985,no,no,unknown,20,nov,234,4,-1,4,unsuccessful,108000,no
49,bank_employee,White-collar,divorced,slc,no,22012,yes,no,unknown,31,nov,1019,2,-1,1,not_contacted,308880,yes
55,farmer,Business,married,masters,no,173300,yes,no,field_visit,25,feb,1001,3,-1,0,successful,360000,no
26,bank_employee,White-collar,single,slc,no,125891,yes,no,Ncell,27,jan,1121,1,-1,1,not_contacted,280800,no
63,unemployed,Unemployed,married,masters,no,81482,yes,no,field_visit,14,apr,969,5,-1,4,unsuccessful,72000,yes
35,shopkeeper,Business,single,bachelor,no,84813,yes,yes,unknown,25,oct,985,5,-1,5,unsuccessful,403200,no
27,teacher,White-collar,single,bachelor,no,67025,yes,no,Ncell,15,aug,1041,5,-1,4,not_contacted,384000,no
49,bank_employee,White-collar,single,+2,no,113511,no,no,field_visit,6,jul,631,5,-1,4,not_contacted,429000,no
30,unemployed,Unemployed,divorced,masters,no,141395,no,no,unknown,5,aug,1082,5,-1,0,not_contacted,72000,no
70,farmer,Business,single,bachelor,no,66128,yes,no,field_visit,11,jun,985,3,-1,5,not_contacted,240000,no
44,unemployed,Unemployed,single,+2,no,25254,yes,yes,NTC,31,jun,149,5,-1,1,unsuccessful,36000,no
42,private_office,White-collar,married,+2,no,44795,yes,no,field_visit,3,mar,766,1,5,1,unsuccessful,360000,no
33,farmer,Business,single,bachelor,no,30460,yes,yes,unknown,16,jan,1031,5,-1,1,unsuccessful,240000,yes
48,bank_employee,White-collar,single,+2,no,38363,yes,yes,unknown,16,dec,708,4,-1,3,not_contacted,429000,no
58,private_office,White-collar,divorced,none,no,49186,yes,no,field_visit,17,apr,799,2,-1,1,unsuccessful,144000,no
58,IT_professional,White-collar,single,bachelor,no,36245,no,no,unknown,28,jul,794,5,-1,5,unsuccessful,768000,no
67,private_office,White-collar,married,slc,no,67140,no,no,field_visit,30,dec,1112,2,-1,1,not_contacted,216000,yes
